ID,Cluster,x,y
Q6ID87,1,-8.67872076771265,-2.52079913114661
AT1G04223,1,-8.79374382047937,-2.6336400412806
P93821,1,-8.81559426988156,-2.34567502571204
AT1G05043,1,-8.81335627742861,-1.98396966890409
F4I177,1,-9.26222611566764,-2.66637875330186
A0A1P8AS82,1,-9.48218233909912,-2.88697743698269
AT1G05533,1,-9.85178063726239,-1.93272344337534
AT1G20691,1,-8.87506975221024,-1.88170981477045
Q9LMN6,1,-8.49288337733815,-2.71092391465943
A0A1P8AU14,1,-9.3351701145539,-2.27221958114088
AT1G06737,1,-8.45322801237874,-2.98728468565332
F4I389,1,-8.73952785419354,-1.8466620239696
Q94LA7,1,-9.69119017382121,-1.93049911778313
F4HV37,1,-9.5223929882399,-2.06844133901567
A0A178WPD2,1,-9.58358300714823,-2.1450227094861
Q9FZB8,1,-9.82348300354974,-2.34564217558276
Q38824,1,-8.60083554912895,-2.08346187466578
Q9LPG4,1,-8.92222288343107,-3.13344752179911
Q9SYF3,1,-8.39875212594981,-2.92045675041122
Q94HW4,1,-9.53540505834371,-2.38791026642348
AT1G64618,1,-9.24031150652727,-2.44930065142963
A0A1P8APL7,1,-10.112858178595,-1.7714772246905
AT1G08803,1,-8.59112280148017,-3.05867469012913
Q7X6Y7,1,-8.33372547330491,-3.24252802010876
Q9C8Y5,1,-8.78930481642312,-3.33167729354326
Q9FZH9,1,-8.63185419254736,-2.30470123240682
Q93ZF5,1,-9.27162102058939,-1.88502244463608
AT1G09247,1,-9.96020242485462,-1.87339346078785
AT1G09423,1,-9.64001138653581,-2.982093810825
AT1G09427,1,-9.60156182587373,-2.63847737890201
B3H4W3,1,-8.89694681808078,-2.88975749812287
A0A178WJJ5,1,-9.18615371975969,-2.32054787533468
Q8LEA2,1,-9.12252309009291,-1.92351482360887
A0A1P8AN89,1,-8.91216683536745,-2.85758954284988
A0A178UA82,1,-9.0525448457323,-2.16934695963796
Q9S7T9,1,-9.38644962920519,-2.46643463165368
F4K2L4,1,-9.9359507393528,-2.53344549173259
A0A178UP49,1,-9.89570248651508,-2.53940625479923
AT5G03235,1,-9.35939787975566,-2.99151449622047
Q949R3,1,-9.26758913694349,-2.42777823878019
Q9FJ32,1,-9.0809938133612,-1.97058356935743
Q9SPG6,1,-9.83034946273045,-2.05653220346005
AT5G08285,1,-9.00467262106481,-3.1314945024296
Q9FKU6,1,-9.24866252259005,-1.86235248489164
AT5G08765,1,-9.94917564861449,-2.39565516622307
Q9FJD8,1,-8.82185414711453,-2.21637450666861
Q9LV88,1,-8.7861938049816,-2.69228369773383
B3H5A9,1,-8.62623078371454,-2.12889764069181
Q9S702,1,-9.45824526191851,-1.79166494627164
Q9M8S6,1,-9.7835395364398,-2.02270997585043
AT3G01375,1,-8.83636179080116,-2.95251606604152
AT3G01635,1,-9.56845287583391,-2.31456981531758
Q9LRR2,1,-8.97834655301734,-2.24849694162997
AT3G03595,1,-10.1286648559376,-1.97533160669551
Q9LVF0,1,-9.1625821429943,-3.03586038254722
AT3G05145,1,-9.46797581610541,-1.90906475254384
A0A384L5A7,1,-9.40803018823518,-2.14203633896376
A0MDR2,1,-9.1859073964133,-2.58416430713649
AT3G06605,1,-9.23649380367648,-2.42179392902002
F4J379,1,-8.60383399044473,-3.04469318863126
AT3G07625,1,-9.64824183723186,-2.56113904489117
Q45GK4,1,-10.0988238203177,-2.58242193332835
AT3G09575,1,-8.41491557513135,-2.53751853079719
AT2G04465,1,-9.69260462186108,-2.83028295324778
Q9ZQR3,1,-8.74706082922922,-1.94010501911695
AT2G06225,1,-9.43708909237562,-2.8441556000943
B3H592,1,-9.3267904421164,-1.92336356860239
Q8LF43,1,-8.5401793664079,-2.58959184308561
O22184,1,-9.3802353139588,-3.17299703577243
Q9ZUI0,1,-9.26501297862304,-2.75183273578506
P93738,1,-9.63537416188039,-2.67711020597931
AT2G09455,1,-9.63578186049686,-2.25781703357117
O64857,1,-9.16136781633178,-2.04324126036253
A0A1P8B386,1,-9.12482805089124,-2.37060191119219
AT4G03895,1,-8.6671440423894,-2.62277395945023
A0A178UXQ0,1,-8.61749578144752,-2.20994102549063
Q84TI7,1,-9.75608286143357,-2.66111487399542
A0A178V1C5_1,1,-8.95773384999891,-2.50736485759566
A0A1P8B6B7,1,-8.90709293235005,-2.34138286148357
Q8L7H2,1,-9.06701303497859,-2.92664834816593
P82794,1,-9.41447027535702,-1.99720379113445
AT4G07190,1,-8.45586135008929,-2.70609190558887
P93835,1,-10.0367767815381,-2.26081261261044
F4JU69,1,-9.45638780655576,-1.95052623511189
Q9SUA4,1,-8.89935751214221,-2.79421958248736
Q67Y55,1,-8.85574392257346,-1.98738451680551
Q84WT5,1,-9.06816204760634,-2.51652506694543
AT4G37225,1,-8.47911331417127,-3.14206232393717
Q9SVF6,1,-9.0238071238595,-2.88169818909073
Q9SVF4,1,-10.0988638866236,-2.22838602385667
AT4G09785,1,-9.71641544359032,-2.34443691608268
Q8LEP7,1,-8.94701734950844,-2.31792824841399
P93277,1,-8.76295193719648,-2.37473381871205
Q8L730,2,-8.07625389151555,-1.17797968484865
Q9LND1,2,-8.10981552486191,0.149304533860943
Q3EDG6,2,-7.73095843446648,0.230699214269277
O80518,2,-8.45940799637955,-0.799428645939636
F4I8W6,2,-8.731277101688,-0.552189021645997
A0A178W6B2,2,-8.27692305560768,-0.911946194990641
Q9M9E1,2,-7.66411739604365,0.230490811822153
Q9LNS5,2,-8.35807509617736,0.0187639849627949
A0A178W6L4,2,-7.85704469990963,0.0127510771580672
Q9SGP6,2,-8.06253623929659,-0.397056959639599
Q52K95,2,-7.85801905756912,0.324148971385149
Q9LQL2,2,-8.18859628907688,-1.04506012883002
P13853,2,-7.98850131994002,-1.1581433412358
A0A178W501,2,-8.86139912916892,-0.348181164198638
F4HPY8,2,-8.32172927015703,-0.360187586650028
F4IBG8,2,-8.62359323314993,-0.192519773881268
Q9SHY6,2,-7.54850065777518,-0.575624857477123
Q4PSX0,2,-7.79827263854696,-0.662817051218581
Q0WRE7,2,-8.2217834448653,-1.21848706400038
F4JW83,2,-8.40216908278116,-0.670111311026704
B3H6G1,2,-7.90384803503306,0.173764053326122
Q9FFG2,2,-8.07729201642772,-0.718743300349215
Q9FFF6,2,-7.99620210475895,-0.601702453358657
Q9C598,2,-7.66670622783725,0.050043024819919
O24646,2,-8.32308714890166,-1.14082693009604
Q9LER3,2,-8.27613634878918,-0.677860369404459
A0A178UDF8,2,-8.93916680367832,-0.163874771292255
P18612,2,-7.69854184337653,-0.172106571263676
F4KFM6,2,-8.35736592942585,-1.04356338870158
Q9FLV4,2,-7.76778975601222,-1.26048228445324
Q6NKX1,2,-8.373831841079,-0.340220046906129
Q9FHX3,2,-8.7174920390483,-0.23795446899763
Q8L8T7,2,-8.06813209803757,-0.964993163660725
Q9FL35,2,-8.05119405244136,-1.26384013325713
Q9FI39,2,-7.63705928215747,-0.894260205129986
Q9LTA3,2,-7.87830272242159,-0.617530299400287
F4KG50,2,-7.50573120069229,-0.584151624304033
Q9LSS8,2,-7.69081035826045,-1.22523219264048
Q9FKF5,2,-7.73652232705921,-0.768323725707294
Q9FFQ7,2,-8.04024635504424,0.139587930565202
B2GVM7,2,-8.39138523505603,-0.715891086919398
A0A1P8BAY9,2,-8.60903967537987,-0.5803488145652
Q9LVR3,2,-8.98164478718622,-0.134990760293741
Q9FL02,2,-7.64518336474503,-0.614455955703877
Q9C9Z0,2,-8.43379383231782,-0.885707026009562
Q9SR86,2,-7.59474158797787,-0.432678221286763
Q1PER6,2,-7.67561672766356,-1.00522907436733
O82133,2,-7.71493092137145,-0.967937915606404
Q3EB86,2,-7.96935277076459,-0.822759883021049
Q9LIB9,2,-7.30875869456423,0.101166703587603
O04311,2,-8.79042328398086,-0.285729197631355
A0A384KEP4,2,-7.82479963491793,-0.449460750554833
P28297,2,-8.52795763552522,-0.196717358405579
Q9LS06,2,-8.08507892598482,-0.392046322788816
Q9LTM4,2,-7.62429962759015,-0.796951036153222
Q9LIM9,2,-8.2598672678564,-0.0534245124714996
A0A1I9LS19,2,-7.54943375918467,-0.360453666562287
Q9M2Z8,2,-7.83020462013579,-0.998100568621479
Q0WSK8,2,-7.73559629384403,-0.189632448664111
Q9LYC3,2,-7.88102341921701,-0.708079178063872
Q9SKL6,2,-7.88334489502032,-0.961333713001081
Q9SI19,2,-8.12278086569555,-1.31850902213206
A0MEM6,2,-8.18670901806002,-0.868970729895346
O64820,2,-7.58405827863029,-0.733320072396751
Q9ZW27,2,-8.21921171762263,-0.9011705255062
A0A178VYI2,2,-8.15980182009415,0.062767914086625
Q0WMV5,2,-7.8874927915052,-1.25948222175041
Q9SJ52,2,-8.20707546894287,-0.447967646161222
Q9SJQ4,2,-8.09774908795907,-0.235922940840788
O80930,2,-8.52094253316525,0.0772416479388277
O22262,2,-8.58243648981917,-0.450357718637233
Q8RXK7,2,-8.15622195137199,-0.155521473209721
Q38806,2,-8.68239104340278,0.0567777329179368
Q9T019,2,-8.6474866483959,-0.529672986307319
P50700,2,-7.90449907480687,-0.319263636359198
Q9T0K0,2,-7.79405009040636,-0.489334444402347
Q9T0K2,2,-8.61895802154268,-0.101978592530142
O23267,2,-7.50876713082901,-0.137940735726749
O23401,2,-7.47901887787545,0.0206651579058854
Q93WT0,2,-8.18443969645788,0.301297070853507
A0A178UWL7,2,-8.17327707004234,-0.969770303153938
O65782,2,-9.03698521165925,0.0713508741219803
Q9SZ58,2,-8.55910088543165,-0.8131528955857
Q9SZ05,2,-8.4872385334547,0.276876338665824
Q9ZT49,2,-7.75016377029408,-0.0679079177549758
AT4G36052,2,-7.56304843358847,-0.30545226623313
F4JRB0,2,-7.66231554561346,-0.74058672095016
Q1PFY7,3,-6.48547928560973,-0.397065142709089
Q9LR44,3,-7.14655312164001,-1.15754988675527
Q58G55,3,-7.45440036154977,-0.559285610581533
F4HSD5,3,-6.99252269189631,-1.09456682482432
AT1G04677,3,-7.04221984572758,-0.424527019669436
A0A178W1Y6,3,-7.59390956582589,-1.26719488606261
AT1G04927,3,-7.1945554940791,-0.200909415533151
Q8H0Z4,3,-7.10332180306386,-1.5223103034122
AT1G05147,3,-7.19123989450759,-0.537071699143489
Q39224,3,-6.73022259995328,-1.45013653007181
Q9SHH7,3,-6.74920721268935,-0.23498154745624
Q9M9V6,3,-6.88027445391451,-1.51118406205216
Q9FZ99,3,-6.47142588702821,-1.66367815155423
Q9MAP5,3,-6.55545066923593,-1.09145497352571
Q3ED15,3,-6.56081081367652,-1.28278011347039
Q4PT07,3,-7.28498352604657,-0.590564628331489
Q9LPM8,3,-7.27602459327755,-0.67727384654406
Q0IGL7,3,-6.73330884291267,-0.574571563199493
A0A178W7A5,3,-7.18192398317725,-1.36985759694373
Q9SH66,3,-6.45242894601796,-1.03282180385685
Q9XIQ2,3,-7.17766971233542,-0.866323276483911
O04474,3,-7.33820219091358,-0.207547819740171
Q9FXC7,3,-6.69142490270227,0.020004600324688
Q8RX77,3,-6.62719227743708,-1.28645815295807
A0MFF5,3,-7.55027808354764,-1.24138760889335
Q8L616,3,-7.14906262347166,-0.429004991532135
Q9FKP1,3,-6.81229893254272,-0.401560043103543
F4K9X6,3,-7.17336627364511,-0.978226382336943
Q8GWF1,3,-6.5517857185773,-1.40189968114309
O49195,3,-7.30701276633183,0.0629686912912195
Q8GWS3,3,-7.10015397646823,-1.38911912077284
Q9FG46,3,-6.78156542417313,0.045144769777343
Q9FMB0,3,-7.1191462719854,0.138032530948589
P92999,3,-6.2712330018314,-0.734731058826187
Q9FLM1,3,-7.27478729819732,-1.06658772584362
F4K627,3,-6.79553141080742,-1.33774317582237
AT5G06705,3,-7.05552765763945,-0.764826929367689
O80338,3,-7.28869697047192,-1.17174969158632
Q9FI37,3,-6.9198742370663,-0.158364497013643
A0A1P8BCM6,3,-7.28628423985383,-1.23918815028865
Q9FKT9,3,-6.89018289498526,-0.0830949165296659
P19037,3,-6.84871212703762,-0.532454179511368
A0A178UQN6,3,-6.99933390702795,-0.210633072701345
Q9FGF8,3,-7.17815643784388,-1.00466642813772
Q84TD6,3,-7.5868469894169,-1.14762787114805
AT3G01485,3,-6.54672289033187,-0.526606403967448
AT3G03555,3,-6.29703103101849,-0.684349143552633
A0A1I9LP79,3,-6.94195052126412,-0.190099785573066
AT3G04705,3,-7.05385979059282,-0.619319954762101
Q9LTZ0,3,-7.24854306445442,-0.829413259495515
Q9LHA1,3,-6.7487843165359,-0.721257848059992
P32962,3,-6.77185516099701,-1.67888516297155
Q8LPK0,3,-7.01846419148606,-1.53369855270552
Q9STL0,3,-6.34387148481193,-1.44096158471463
Q9SMU8,3,-6.75190485307635,-1.2093563956702
Q9LY00,3,-7.53228552998622,-0.942152703558417
Q84JS5,3,-6.59625381947376,-0.430431307133929
A0A384L6D5,3,-7.3483880199521,-1.1626201725053
Q1G393,3,-7.37405306022761,-1.0053016793118
AT3G09985,3,-6.48374913092704,-0.723068195007169
AT2G04435,3,-6.71075404116901,-0.820160211773097
Q9SIA3,3,-7.23135407128862,-0.109305439155588
P92558,3,-6.76065784500148,-0.580322251794
Q2V491,3,-7.21402857252899,0.220206380679799
Q7Y232,3,-6.86795491011558,-0.826426304847355
F4IQG2,3,-7.33554783588218,-0.545069585536836
O82200,3,-6.85093190355494,-0.208191942862054
Q94CB8,3,-6.61546092977637,-0.132136119974708
P93007,3,-6.8758459243418,-1.07907231744878
O22971,3,-6.49934282306703,-1.77093007746795
Q93WU8,3,-7.24505622999735,-0.297985966134531
O22822,3,-6.46446061457349,-0.681271069534918
P0CH01,3,-6.5802850529833,-0.79759015662711
O23077,3,-6.8750810843783,-1.15246594244591
A0A1P8B3J6,3,-6.69743049474655,-0.961041175942565
A0A1P8B8B4,3,-7.0346053448783,-0.30273270645314
A0A178V0J4,3,-6.66917117922094,-1.45116260042505
Q9T0J9,3,-6.74366484901675,-1.04129871313599
O23406,3,-6.26635165445619,-1.24402509010501
O81815,3,-6.22931383886158,-0.523935703991956
F4JTY7,3,-6.95325778684558,-0.853528840070722
A0A178V4S8,3,-7.15840276069916,-0.15908167982548
Q9SZ28,3,-7.37887374794441,-0.748014837163767
A0A384KHS1,3,-6.6355951376519,-1.75123781021912
Q9FUJ2,3,-7.04284527297324,-1.03073041480192
Q8VZE9,3,-7.36025163641958,-0.786840377311012
O23180,3,-7.18756939943331,-1.14708562829967
B3H5Q1,4,-7.47519961200047,-1.51706799921023
Q9SA57,4,-7.09813159627416,-2.18971866567255
Q84TF4,4,-7.04328096008557,-2.14935368367663
O64492,4,-7.93560542615611,-2.2860293896235
Q9LMJ2,4,-7.77600761474802,-2.13980473407513
AT1G04743,4,-7.82602322126739,-2.26783680236984
Q9SXB8,4,-6.8836352010921,-2.0017557728182
A0A178WP44,4,-7.47995085025687,-2.79638408198882
A0A178WJH0,4,-7.35490513051742,-2.08216768326655
Q9S9M1,4,-8.03509815002877,-1.56692697097277
Q9LMS3,4,-7.5239154008344,-2.62402088256637
P92995,4,-6.813382745046,-2.36102600227632
Q0V805,4,-7.37414026237883,-2.58754901299843
F4I1A6,4,-8.14350617588206,-2.66714613143215
F4I680,4,-8.09428137476251,-2.54463375452023
B9DGT3,4,-7.08912181105574,-2.06248933224793
Q9ZVH0,4,-7.91502165929599,-2.7562491364453
Q9C752,4,-7.56934924692884,-2.65566159442018
A0A1P8AMN4,4,-7.86772872587006,-2.35456411758396
Q94LA9,4,-7.30837269513577,-2.47217484383065
Q8L7S1,4,-7.3513280475004,-1.98934067889837
Q9FVP7,4,-7.93425798772891,-1.58581618834747
A0A178WGJ8,4,-6.75427070656147,-1.93848840161743
F4HTB2,4,-7.23409098312134,-1.85643513547966
AT1G07937,4,-7.93617200409394,-1.45057912809738
AT1G08043,4,-8.46249496453614,-1.94915973935285
F4I9R6,4,-7.69346227055188,-1.60961742977709
Q682B4,4,-8.17340052520301,-1.47687983912796
A8MRV9,4,-8.07374627708802,-1.505730817728
Q9CAN3,4,-8.13156718912525,-1.85248343659071
Q9C9M3,4,-8.13363902278325,-2.75371722228996
F4HQ23,4,-8.31318776299092,-2.37110546576215
Q9S843,4,-7.53502176739061,-2.47436964834057
Q1PFE5,4,-7.80513692047038,-1.93208958637866
Q9C9H5,4,-7.16956164219472,-2.01622504768074
Q9C7T1,4,-7.93134027528579,-1.89427891271963
A0A178WB81,4,-7.60570354944442,-1.31779330705851
Q9C9K5,4,-7.13953213320123,-1.89319901977399
Q8LAH7,4,-7.87524112483123,-1.47699672916174
Q8GYM1,4,-6.84990453657413,-2.65487454477107
Q9LZW0,4,-7.11697841306001,-2.78600641925406
Q0WL44,4,-6.65391726561214,-1.8955324843335
Q9FLB5,4,-7.55612157689008,-1.37879921223538
Q9SD98,4,-7.64202151293389,-1.44367778582098
Q8L7B4,4,-7.73876535500329,-1.70663893598431
Q9LY82,4,-6.51926253070314,-2.22058124532799
Q9FMQ8,4,-7.67638495169619,-2.94313357696325
Q9FN52,4,-7.39729511202273,-3.04565573672052
P58050,4,-8.27052371329477,-2.33103261778371
Q9FNK9,4,-7.92218262777769,-2.60974679317173
Q6NLH4,4,-8.39457056385535,-1.8969903031259
Q9LTS3,4,-7.5842130691478,-1.7693851242339
Q9FIF1,4,-7.62536291780277,-1.8419215146927
AT5G60022,4,-7.38646836891283,-2.22362241660281
Q8W1E3,4,-8.03324037747395,-1.94471611915632
Q93WU9,4,-6.98071090598663,-1.79305747859403
Q9FKQ6,4,-8.13129663162314,-1.8677731293391
Q96305,4,-8.01584982218287,-1.68634154113535
AT3G02075,4,-8.4533249212588,-2.16433734137375
A0A1I9LNS3,4,-7.93142883525094,-2.92022300639172
A0A1I9LQ90,4,-8.13716079654888,-3.28876558761954
Q9LDJ3,4,-7.25667102086827,-2.71110331083934
Q9LUS9,4,-8.36595279854713,-2.36104129134607
Q1G3M3,4,-8.00778238355269,-2.18048871997368
A8MR54,4,-7.64947271431063,-1.29968121739268
Q84JG6,4,-8.39342991143192,-1.87287169905148
O22048,4,-8.06343874061859,-3.17480128004096
AT3G05635,4,-8.30620593341838,-2.02271432270517
Q3E7K4,4,-6.75438788573228,-1.81316079389319
Q5XVB2,4,-7.7802568389531,-3.13236008361314
Q9M2Y9,4,-8.12800146135499,-1.49203756525406
Q29PT3,4,-7.77148926136485,-2.91799248397014
A0MF15,4,-7.35755714786917,-2.24730685108726
Q9SCU0,4,-7.69638802194636,-3.07319297735753
A0A1I9LSN5,4,-7.69783967737024,-2.67786687260788
Q93YN8,4,-7.59153601492967,-2.271801591408
Q9ZNU5,4,-7.05859615326083,-1.67767868330609
Q9ZPS4,4,-7.62536659978135,-1.97851215811964
A0MEI7,4,-8.09046125187025,-1.66501586937922
AT2G04785,4,-8.22445957680505,-2.1994246578931
Q9SL16,4,-7.66080444193327,-1.84926675475292
Q9ZVX4,4,-8.08967149168579,-2.23662848002498
Q9ZU70,4,-8.02032371108545,-1.35236913510933
Q9SIK3,4,-7.46629032270536,-2.50030898713693
O22190,4,-6.92694556248188,-2.20641279274345
Q9ZQH2,4,-7.73923303082434,-1.93839553093487
Q9ZV35,4,-6.756030580978,-2.51462160075479
Q8VYM0,4,-7.28926345482291,-1.58932212789117
O48851,4,-7.19530798668107,-1.57392419316464
Q0WT19,4,-8.00261963544133,-1.73280080929445
O80905,4,-7.28164118816927,-2.36382711990553
O80950,4,-8.18712694904999,-1.90060767499701
Q9SHC2,4,-6.89757536889576,-2.35427638710708
Q1G3R7,4,-7.34671200919911,-2.88170427660292
O24603,4,-7.64777394067767,-1.57014055878503
AT2G09640,4,-8.01491095626483,-2.0167792661139
Q8L500,4,-8.19196260474171,-2.72952677678741
O22264,4,-7.1068484759875,-2.4313115054292
F4IN73,4,-8.40183108877653,-2.22804694195549
F4JG70,4,-7.56184671085372,-2.12491995698517
Q9ZPH4,4,-6.75162607231445,-2.01095371410874
Q9M0Y5,4,-7.55362653991014,-1.64673267866625
F4JKQ7,4,-7.67572398875312,-2.10650605134805
Q38838,4,-8.31735362581453,-1.75888551908722
Q9SU32,4,-7.49519911708354,-2.37713926351617
P48421,4,-7.8457578541925,-2.54930777923619
Q1G3I2,4,-8.15714440521181,-2.47643991846222
O81862,4,-7.37166264598383,-1.78837357294031
O49561,4,-7.60170618065536,-1.4901075526918
A0A178URY2,4,-7.60810795268972,-2.20389363985915
Q9SB36,4,-8.44916693856043,-1.88364544910183
Q8RWE5,4,-8.30081190642976,-2.37123164354393
Q9SZW4,4,-8.02604813557115,-1.89830937490738
Q9SUM5,4,-7.30645315418214,-2.07739666288521
O81755,4,-8.25559967637624,-2.56084789598524
O23208,4,-7.87972156766756,-2.0733452825472
Q66GI1,4,-8.09700417190793,-2.5387965373259
A0A1P8B710,4,-7.34893913616496,-1.5362653618409
Q8GXQ7,5,-8.97071709469872,-1.3411533469594
A0A1P8AUV9,5,-8.73683469448642,-1.63974345651542
Q9LQN6,5,-8.59602611404288,-1.50039842986664
O04027,5,-9.77390050689366,-1.58882868399122
AT1G13448,5,-8.51324373352203,-1.24833055933573
Q8VYL8,5,-9.28565474023207,-1.74449405341962
Q2Q493,5,-8.53103214409389,-1.04025469422199
Q9LMV9,5,-9.12086049592093,-0.337070044911157
Q9LM69,5,-9.03839419982017,-0.240516434926896
Q9C673,5,-8.9693360490565,-0.994025076264841
A0A1P8AQ87,5,-8.98468898292141,-0.836999244448747
Q6NM06,5,-9.22052089108665,-0.724884910140667
Q9C615,5,-8.67932581224625,-1.0226903105218
Q058G8,5,-9.90439425556722,-1.52190777615095
F4I3G1,5,-9.16239876964482,-0.407548325669327
Q9C8J6,5,-8.42166482637786,-1.35385369378635
Q1G300,5,-8.4865763474047,-1.73161247616783
A0A178WC31,5,-10.0212251053982,-1.56942050964834
Q5E930,5,-8.73060913081503,-1.06210212000017
AT1G08543,5,-8.77159800651697,-0.902983320843209
F4I5D5,5,-8.65803745199704,-1.41793408922148
AT1G74205,5,-9.13118849644971,-1.64620530230593
Q9SGR3,5,-9.5590832999949,-0.799859357444389
AT1G77138,5,-8.75423457836298,-0.790788419936703
Q9M9F5,5,-10.0320093360514,-0.959151133537255
Q9C971,5,-9.24885016631783,-1.18569455496485
Q9ZT84,5,-9.44375411237841,-1.51790947258889
Q1G324,5,-8.72013779302348,-1.41557128661954
Q8L5X9,5,-8.88163725074688,-0.951311419202787
Q9FIB4,5,-9.24266977780879,-1.20444154663044
F4KFG5,5,-8.58669653664155,-1.51956974332731
Q9FT64,5,-8.74029769106319,-1.69544886613269
A0A178UED2,5,-9.1576071473825,-0.505689762056975
F4K6S3,5,-9.28186911052442,-1.62270924281696
Q3E9F6,5,-9.67621013186975,-1.36609183022722
Q39034,5,-9.19455481172382,-1.25508683022272
AT5G04665,5,-8.69267151864193,-1.64015683185286
Q9LTG5,5,-9.07432178456423,-1.1730053713613
AT5G05785,5,-9.35627332281184,-0.188888993555492
Q9FID8,5,-9.19149944266364,-0.687110021185922
Q9FIG8,5,-9.80452192542621,-0.662826612390797
AT5G06395,5,-9.64884832439349,-0.519070097212213
Q9FHB2,5,-8.87327325298194,-1.75918140025452
A0A178UGA9,5,-9.12633218465045,-1.60147789767666
Q9M880,5,-9.67564062318767,-0.834006293042383
A0A1I9LNH5,5,-8.93985964846597,-1.44118248738994
Q9LHL6,5,-9.03939228173017,-1.50247321101892
Q9LSM9,5,-8.70851774772532,-1.23178690956883
Q9LE06,5,-9.11618655624655,-1.27204823934291
Q9LRM4,5,-9.35287893232356,-1.09501615230409
P93735,5,-8.70037273731408,-1.09828197748914
F4J1N5,5,-8.90699535208329,-1.28767069076344
AT3G24332,5,-9.64749016392391,-1.72666970155118
F4JBE2,5,-9.02846225827938,-1.69404107428063
Q5D892,5,-9.34240532602224,-0.633945369878345
AT3G05955,5,-9.73112892929173,-1.25131366210838
Q9LHR4,5,-8.61548455352983,-1.0921658924455
Q9LHR3,5,-9.03163709578513,-1.11999785748948
Q9LX82,5,-9.48598028542095,-1.45008108073558
C0LGP2,5,-8.34596415255071,-1.57411204074521
Q9SMP6,5,-8.74101319099798,-1.63817433094294
AT3G08245,5,-9.63012592171934,-1.6158267886419
Q9M2S1,5,-9.21812658777778,-1.11078007524009
Q9LES9,5,-9.39647286261414,-0.880252766069117
Q9M1V4,5,-8.81709187622278,-1.42356972725203
Q3EC92,5,-8.51145939411217,-1.70892044878217
Q9ZPR6,5,-8.49719886297348,-1.23782412690892
Q9SJ39,5,-8.34943899488036,-1.31366095856296
B3H6X6,5,-8.86446189852638,-0.724103616155456
Q9SI38,5,-9.69301455039557,-0.755141436070166
A0A1P8B096,5,-8.97043294851773,-0.605162492040021
AT2G06995,5,-9.28723659628247,-1.55255033264156
Q501D8,5,-9.54063392185009,-0.849888906119963
O82229,5,-9.214751429639,-0.712525055767128
AT2G08750,5,-9.5297963555164,-0.396725580541272
O80949,5,-9.51360031819892,-1.3812407661805
A0A178V3G1,5,-9.6982981152518,-1.37912542368487
Q9ZQC1,5,-9.65832428034829,-1.15523121523598
AT4G05535,5,-9.08251575943071,-0.937094273852223
Q3EA54,5,-9.11657532978665,-0.651796465439546
Q9STH1,5,-8.39016618289511,-1.16080530610088
Q9S7I2,5,-8.75576307613002,-1.20479545519444
AT4G13918,5,-8.37380721796092,-1.51779410309186
Q8L7H1,5,-9.34178176939884,-0.352461255463386
O23382,5,-9.45352321529047,-1.0507755868548
O49519,5,-8.55079283211718,-1.41732077442554
O82743,5,-8.87372706542354,-0.637028710076994
Q1PE49,5,-9.49583402365483,-1.13383378533662
A0A178UYP1,5,-9.98274845824076,-1.6682783091311
ENSRNA049493733,5,-9.80810613328151,-1.45517083746468
O81346,5,-8.27403976887963,-1.39904329780254
